Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalLuasArea,UsiaRumah,TotalKamarMandi,AreaRatio
1082,20,3,75.0,7500,1,3,3,0,0,0,19,1,2,0,2,5,5,1963,1963,1,1,6,6,1,0.0,3,4,1,3,3,3,0,824,5,0,216,1040,1,1,1,4,1040,0,0,1040,1,0,1,1,3,1,3,5,6,0,2,1,1963.0,0,1,308,4,4,2,0,0,220,0,0,0,0,6,2010,8,4,133000,2080,47,3,0.13866666666666666
1083,20,3,70.0,8749,1,3,3,0,4,0,5,2,2,0,2,7,5,2002,2002,1,1,12,13,1,100.0,2,4,2,2,3,3,5,0,5,0,1459,1459,1,0,1,4,1459,0,0,1459,0,0,2,0,3,1,2,6,6,1,2,1,2002.0,1,2,527,4,4,2,192,39,0,0,0,0,0,9,2007,8,4,192000,2918,5,2,0.16676191564750256
1084,20,3,80.0,8800,1,3,3,0,4,0,12,2,2,0,2,6,6,1964,1964,3,1,6,6,1,425.0,3,4,1,3,3,3,1,553,5,0,698,1251,1,4,1,4,1251,0,0,1251,1,0,1,0,3,1,3,6,6,2,2,1,1964.0,1,1,461,4,4,2,0,116,0,0,0,0,700,3,2006,8,4,160000,2502,42,2,0.1421590909090909
1085,60,3,69.0,13031,1,1,3,0,0,0,8,2,2,0,5,6,5,1995,1996,1,1,6,6,1,0.0,3,4,2,2,3,3,0,592,5,0,99,691,1,2,1,4,691,807,0,1498,0,0,2,1,3,1,3,6,6,1,4,1,1995.0,0,2,409,4,4,2,315,44,0,0,0,0,0,7,2006,8,4,187500,2189,11,3,0.11495664185404036
1086,85,3,73.0,9069,1,3,3,0,4,0,20,2,2,0,6,6,6,1992,1992,1,1,6,6,1,0.0,3,4,2,2,3,0,2,747,5,0,189,936,1,0,1,4,996,0,0,996,1,0,1,0,2,1,2,5,6,0,2,1,1992.0,2,2,564,4,4,2,120,0,0,0,0,0,0,4,2010,8,4,147000,1932,18,2,0.10982467747270923
1087,160,4,69.0,1974,1,3,3,0,4,0,10,2,2,4,5,4,5,1973,1973,1,1,5,5,1,0.0,3,4,1,3,3,3,1,334,5,0,212,546,1,4,1,4,546,546,0,1092,0,0,1,1,3,1,3,6,6,0,2,1,1973.0,1,1,286,4,4,2,120,96,0,0,0,0,0,5,2010,8,4,83500,1638,37,2,0.5531914893617021
1088,60,1,85.0,10574,1,3,3,0,4,0,21,2,2,0,5,8,5,2005,2006,1,1,12,13,1,0.0,2,4,2,2,3,2,5,0,5,0,1082,1082,1,0,1,4,1082,871,0,1953,0,0,2,1,3,1,2,9,6,1,2,1,2005.0,1,3,1043,4,4,2,160,50,0,0,0,0,0,5,2009,8,4,252000,3035,4,3,0.18469831662568564
1089,160,4,24.0,2522,1,3,3,0,4,0,7,2,2,3,5,7,5,2004,2004,1,1,12,13,2,50.0,2,4,2,2,3,3,5,0,5,0,970,970,1,0,1,4,970,739,0,1709,0,0,2,0,3,1,2,7,0,0,2,5,2004.0,2,2,380,4,4,2,0,40,0,0,0,0,0,4,2006,8,4,137500,2679,2,2,0.6776367961934973
1090,120,1,37.0,3316,1,0,3,0,4,0,21,2,2,4,2,8,5,2005,2005,1,1,8,8,1,0.0,2,4,2,2,3,3,2,1039,5,0,208,1247,1,0,1,4,1247,0,0,1247,1,0,1,1,1,1,2,4,6,1,2,1,2005.0,0,2,550,4,4,2,0,84,0,0,0,0,0,4,2006,8,4,197000,2494,1,3,0.37605548854041015
1091,90,3,60.0,8544,1,3,3,0,0,0,12,2,2,2,2,3,4,1950,1950,1,1,3,3,1,0.0,3,4,3,3,3,3,5,0,5,0,0,0,5,1,0,0,1040,0,0,1040,0,0,2,0,2,2,3,6,6,0,2,5,1987.0,2,2,400,4,4,2,0,0,0,0,0,0,0,6,2009,8,4,92900,1040,59,2,0.12172284644194757
1092,160,1,24.0,2160,1,3,3,0,4,0,21,2,2,3,5,7,5,1999,2000,1,1,8,8,1,212.0,2,4,2,2,3,3,1,510,5,0,90,600,1,0,1,4,624,628,0,1252,1,0,2,1,2,1,2,4,6,0,2,5,1999.0,2,2,462,4,4,2,0,48,0,0,0,0,0,3,2008,8,4,160000,1852,9,4,0.5796296296296296
1093,50,3,60.0,8400,1,3,0,0,4,0,18,2,2,0,0,6,5,1925,1950,1,1,8,8,1,0.0,3,4,2,3,3,3,4,423,5,0,758,1181,1,1,1,4,1390,304,0,1694,0,0,2,0,4,1,3,7,6,1,2,5,1925.0,2,2,576,4,4,2,342,0,128,0,0,0,0,6,2008,8,4,136500,2875,83,2,0.20166666666666666
1094,20,3,71.0,9230,1,3,3,0,0,0,12,1,2,0,2,5,8,1965,1998,3,1,8,8,1,166.0,3,4,1,3,3,2,2,661,5,0,203,864,1,2,1,4,1200,0,0,1200,1,0,1,1,1,1,2,6,6,0,2,5,1977.0,2,2,884,4,4,2,0,64,0,0,0,0,0,10,2006,8,4,146000,2064,41,3,0.13001083423618634
1095,20,3,74.0,5868,1,3,3,0,4,0,12,2,2,0,2,5,7,1956,2000,1,1,8,8,1,0.0,3,4,1,3,3,3,1,248,4,240,448,936,1,0,1,4,936,0,0,936,1,0,1,0,2,1,3,4,6,0,2,1,1956.0,0,1,308,4,4,2,0,0,80,0,160,0,0,5,2010,8,4,129000,1872,54,2,0.15950920245398773
1096,20,3,78.0,9317,1,0,3,0,4,0,5,2,2,0,2,6,5,2006,2006,1,1,12,13,1,0.0,2,4,2,2,3,3,2,24,5,0,1290,1314,1,2,1,4,1314,0,0,1314,0,0,2,0,3,1,2,6,6,1,2,1,2006.0,1,2,440,4,4,2,0,22,0,0,0,0,0,3,2007,8,4,176432,2628,1,2,0.14103252119781046
1097,70,4,60.0,6882,1,3,3,0,4,0,9,2,2,0,5,6,7,1914,2006,1,1,13,14,1,0.0,3,4,2,3,3,3,5,0,5,0,684,684,1,4,1,4,773,582,0,1355,0,0,1,1,3,1,2,7,6,0,2,1,1980.0,2,0,0,4,4,2,136,0,115,0,0,0,0,3,2007,8,4,127000,2039,93,2,0.1968904388259227
1098,120,3,69.0,3696,1,3,3,0,4,0,22,2,2,4,2,8,5,1986,1986,1,1,6,6,1,0.0,2,4,1,2,3,3,5,0,5,0,1074,1074,1,0,1,4,1088,0,0,1088,0,0,1,1,2,1,2,5,6,0,2,1,1987.0,1,2,461,4,4,2,0,74,137,0,0,0,0,10,2007,8,4,170000,2162,21,2,0.2943722943722944
1099,50,4,50.0,6000,1,3,3,0,4,0,3,2,2,0,0,4,6,1936,1950,1,1,8,8,1,0.0,3,4,0,3,3,3,1,672,5,0,0,672,1,4,1,4,757,567,0,1324,0,0,1,0,3,1,3,6,6,0,2,5,1936.0,2,1,240,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,128000,1996,73,1,0.22066666666666668
1100,20,3,82.0,11880,1,0,3,0,4,0,14,6,2,0,2,7,5,1978,1978,1,1,9,10,1,206.0,3,4,1,2,3,3,0,704,5,0,567,1271,1,4,1,4,1601,0,0,1601,0,0,2,0,3,1,3,7,6,1,4,1,1978.0,1,2,478,4,4,2,0,0,0,0,0,0,0,4,2009,0,0,157000,2872,31,2,0.13476430976430975
1101,30,3,60.0,8400,1,3,0,0,4,0,18,2,2,0,2,2,5,1920,1950,1,1,13,14,1,0.0,3,4,1,3,0,3,4,290,5,0,0,290,1,4,0,1,438,0,0,438,0,0,1,0,1,1,1,3,6,0,2,5,1930.0,2,1,246,4,4,0,0,0,0,0,0,0,0,1,2009,8,4,60000,728,89,1,0.052142857142857144
1102,20,3,61.0,9758,1,0,3,0,4,0,12,2,2,0,2,5,5,1971,1971,1,1,6,8,1,0.0,3,4,1,3,3,3,1,412,3,287,251,950,1,4,1,4,950,0,0,950,0,0,1,0,3,1,3,5,6,0,2,5,1981.0,2,1,280,4,4,2,0,0,0,0,0,0,0,7,2007,8,4,119500,1900,36,1,0.0973560155769625
1103,20,3,70.0,7000,1,3,3,0,4,0,12,2,2,0,2,5,7,1960,2002,1,1,13,14,1,45.0,3,4,1,3,3,3,4,588,5,0,422,1010,1,0,1,4,1134,0,0,1134,0,0,1,0,2,1,3,6,6,0,2,1,1960.0,1,1,254,4,4,2,0,16,0,0,0,0,0,4,2007,8,3,135000,2144,47,1,0.162
1104,20,3,79.0,8910,1,3,3,0,0,0,12,2,2,0,2,6,6,1959,1959,3,1,3,3,1,0.0,3,4,1,3,3,2,0,655,5,0,0,655,1,0,1,4,1194,0,0,1194,0,1,1,0,3,1,3,6,6,1,1,3,1954.0,0,2,539,4,4,2,0,0,192,0,0,0,0,7,2006,8,4,159500,1849,47,2,0.13400673400673402
1105,160,4,24.0,2016,1,3,3,0,4,0,2,2,2,4,5,5,5,1970,1970,1,1,6,6,1,304.0,3,4,1,3,3,3,5,0,5,0,630,630,1,4,1,4,630,672,0,1302,0,0,2,1,3,1,3,6,6,0,2,5,1970.0,2,2,440,4,4,2,0,0,0,0,0,0,0,4,2007,8,4,106000,1932,37,3,0.6458333333333334
1106,60,3,98.0,12256,1,0,3,0,0,0,15,2,2,0,5,8,5,1994,1995,1,1,6,6,1,362.0,2,4,2,0,3,0,2,1032,5,0,431,1463,1,0,1,4,1500,1122,0,2622,1,0,2,1,3,1,2,9,6,2,4,1,1994.0,1,2,712,4,4,2,186,32,0,0,0,0,0,4,2010,8,4,325000,4085,16,4,0.2139360313315927
1107,20,3,114.0,10357,1,0,3,0,0,0,20,1,2,0,2,7,5,1990,1991,3,1,6,6,1,0.0,2,4,2,2,3,2,2,738,5,0,172,910,1,2,1,4,1442,0,0,1442,1,0,2,0,3,1,2,6,6,1,4,1,1990.0,0,2,719,4,4,2,0,244,0,0,0,0,0,5,2007,8,4,179900,2352,17,3,0.13922950661388434
1108,60,3,168.0,23257,1,2,1,0,1,0,8,2,2,0,5,7,5,2006,2006,1,1,12,13,1,0.0,2,4,2,0,1,3,5,0,5,0,868,868,1,0,1,4,887,1134,0,2021,0,0,2,1,3,1,2,9,6,1,2,3,2006.0,1,2,422,4,4,2,0,100,0,0,0,0,0,9,2006,6,5,274725,2889,0,3,0.08689856817302317
1109,60,3,69.0,8063,1,3,3,0,4,0,8,2,2,0,5,6,5,2000,2000,1,1,12,13,1,0.0,3,4,2,2,3,3,5,0,5,0,924,924,1,0,1,4,948,742,0,1690,0,0,2,1,3,1,3,7,6,1,4,1,2000.0,1,2,463,4,4,2,100,48,0,0,0,0,0,11,2007,8,0,181000,2614,7,3,0.20959940468808136
1110,20,3,107.0,11362,1,0,3,0,4,0,16,2,2,0,2,8,5,2004,2005,1,1,8,8,2,42.0,2,4,2,0,3,2,2,1039,5,0,797,1836,1,0,1,4,1836,0,0,1836,1,0,2,0,3,1,2,7,6,1,2,1,2004.0,0,3,862,4,4,2,125,185,0,0,0,0,0,3,2009,8,4,280000,3672,5,3,0.16159126914275657
1111,60,3,69.0,8000,1,3,3,0,4,0,8,2,2,0,5,6,5,1995,1996,1,1,6,6,1,0.0,3,4,2,2,3,3,2,219,5,0,554,773,1,2,1,4,773,885,0,1658,1,0,2,1,3,1,3,8,6,1,4,1,1995.0,0,2,431,4,4,2,224,84,0,0,0,0,0,6,2008,8,4,188000,2431,13,4,0.20725
1112,60,3,80.0,10480,1,3,3,0,4,0,14,2,2,0,5,7,6,1976,1976,3,1,9,10,1,660.0,3,4,1,3,3,3,0,403,5,0,400,803,1,4,1,4,1098,866,0,1964,0,0,2,1,4,1,3,8,6,1,2,1,1976.0,1,2,483,4,4,2,0,69,0,0,0,0,0,9,2008,8,4,205000,2767,32,3,0.18740458015267175
1113,20,3,73.0,7100,1,0,3,0,0,0,12,2,2,0,2,5,7,1957,1957,1,1,14,15,1,0.0,3,4,1,3,3,3,2,708,5,0,108,816,1,4,1,0,816,0,0,816,1,0,1,0,2,1,3,5,6,0,2,5,1957.0,2,1,308,4,4,2,0,0,0,0,0,0,0,7,2006,8,4,129900,1632,49,2,0.11492957746478873
1114,20,3,66.0,8923,1,3,3,0,4,0,12,2,2,0,2,5,7,1953,2006,1,1,13,14,1,0.0,3,4,1,3,3,3,1,643,5,0,365,1008,1,2,1,4,1008,0,0,1008,1,0,1,0,2,1,2,6,6,0,2,1,1953.0,2,1,240,4,4,2,0,18,0,0,0,0,0,5,2007,8,4,134500,2016,54,2,0.11296649109044044
1115,20,3,90.0,5400,1,3,3,0,4,0,17,2,2,0,2,5,7,1954,2000,1,1,8,8,1,0.0,3,2,1,3,3,3,4,415,5,0,418,833,1,0,1,4,833,0,0,833,0,0,1,0,2,1,2,4,6,0,2,5,1955.0,2,1,326,4,4,2,0,0,0,0,0,0,0,8,2006,8,4,117000,1666,52,1,0.15425925925925926
1116,20,3,93.0,12085,1,3,3,0,4,0,16,2,2,0,2,8,5,2007,2007,3,1,12,13,2,328.0,2,4,2,0,3,3,2,1004,5,0,730,1734,1,0,1,4,1734,0,0,1734,1,0,2,0,3,1,0,7,6,1,2,1,2007.0,1,3,928,4,4,2,0,0,0,0,0,0,0,11,2007,6,5,318000,3468,0,3,0.14348365742656186
1117,80,3,69.0,7750,1,3,3,0,4,0,8,2,2,0,7,8,5,2002,2002,3,1,12,13,1,0.0,2,4,2,2,3,3,2,353,5,0,55,408,1,0,1,4,779,640,0,1419,1,0,2,1,3,1,2,7,6,1,4,3,2002.0,0,2,527,4,4,2,120,0,0,0,0,0,0,3,2009,8,4,184100,1827,7,4,0.1830967741935484
1118,20,3,57.0,9764,1,0,3,0,2,0,19,1,2,0,2,5,7,1967,2003,1,1,12,13,1,0.0,3,4,1,3,3,3,1,702,5,0,192,894,1,0,1,4,894,0,0,894,1,0,1,0,3,1,2,5,6,0,2,1,1967.0,1,2,450,4,4,2,0,0,0,0,0,0,0,5,2008,8,4,130000,1788,41,2,0.09156083572306432
1119,80,3,85.0,13825,1,3,3,0,4,0,19,2,2,0,7,5,6,1958,1987,1,1,8,8,1,0.0,3,2,1,3,3,3,5,0,5,0,533,533,1,4,1,4,1021,580,0,1601,0,1,1,0,3,1,3,6,3,0,2,3,1958.0,1,1,300,4,4,2,280,34,0,0,0,0,0,12,2008,8,4,140000,2134,50,2,0.11580470162748643
1120,20,3,70.0,7560,1,3,3,0,4,0,12,2,2,0,2,5,5,1959,1959,1,1,3,14,1,0.0,3,4,1,3,3,3,3,369,5,0,671,1040,1,4,1,0,1040,0,0,1040,0,0,1,0,3,1,3,6,6,0,2,1,1959.0,1,1,286,4,4,2,140,0,252,0,0,0,0,7,2006,8,4,133700,2080,47,1,0.13756613756613756
1121,30,4,59.0,8263,1,3,0,0,4,1,9,2,2,0,2,6,5,1920,1950,1,1,3,3,1,0.0,3,4,0,3,3,3,5,0,5,0,1012,1012,1,4,1,0,1012,0,0,1012,0,0,1,0,2,1,3,6,6,1,2,5,1920.0,2,1,308,4,4,2,0,22,112,0,0,0,0,5,2007,8,4,118400,2024,87,1,0.12247367784097786
1122,20,3,84.0,10084,1,3,3,0,4,0,5,2,2,0,2,7,5,2005,2006,1,1,12,13,1,196.0,2,4,2,2,3,0,2,24,5,0,1528,1552,1,0,1,4,1552,0,0,1552,0,0,2,0,3,1,2,7,6,0,2,1,2005.0,1,3,782,4,4,2,144,20,0,0,0,0,0,7,2006,6,5,212900,3104,1,2,0.15390717969059897
1123,20,3,69.0,8926,1,0,3,0,0,0,7,2,2,0,2,4,3,1956,1956,1,1,0,0,1,0.0,3,4,1,3,3,3,5,0,5,0,672,672,1,0,1,0,960,0,0,960,0,0,1,0,3,1,3,5,6,0,2,2,1956.0,2,1,288,4,4,2,64,0,0,0,160,0,0,10,2009,0,0,112000,1632,53,1,0.10755097468070804
1124,20,3,50.0,9405,1,3,3,0,4,0,7,2,2,0,2,5,9,1947,2008,3,1,12,13,1,0.0,3,0,1,3,3,3,5,0,5,0,698,698,1,0,1,4,698,0,0,698,0,1,1,0,2,1,3,4,6,0,2,1,1980.0,2,0,0,4,4,2,0,200,0,0,0,0,0,6,2009,8,4,118000,1396,62,2,0.07421584263689526
1125,80,3,69.0,9125,1,0,3,0,4,0,8,2,2,0,7,7,5,1992,1992,1,1,6,6,1,170.0,3,4,2,2,3,3,5,0,5,0,384,384,1,2,1,4,812,670,0,1482,0,0,2,1,3,1,2,7,6,1,4,1,1992.0,0,2,392,4,4,2,100,25,0,0,0,0,0,7,2007,8,4,163900,1866,15,3,0.1624109589041096
1126,20,3,60.0,10434,1,3,3,0,4,0,12,2,2,0,2,4,5,1955,1955,1,1,9,10,1,0.0,3,4,1,3,3,3,5,0,5,0,1005,1005,1,4,1,4,1005,0,0,1005,0,0,1,0,2,1,1,5,6,1,4,5,1977.0,2,2,672,1,1,2,0,0,0,0,0,0,0,11,2009,8,4,115000,2010,54,1,0.09631972397929844
1127,120,3,53.0,3684,1,3,3,0,4,0,0,2,2,4,2,7,5,2007,2007,3,1,12,13,1,130.0,2,4,2,2,3,3,5,0,5,0,1373,1373,1,0,1,4,1555,0,0,1555,0,0,2,0,2,1,2,7,6,1,4,1,2007.0,0,3,660,4,4,2,143,20,0,0,0,0,0,6,2009,8,4,174000,2928,2,2,0.4220955483170467
1128,20,3,182.0,14572,1,2,3,0,0,0,8,2,2,0,2,7,5,2004,2004,3,1,12,13,1,0.0,2,4,2,2,3,0,2,1300,5,0,230,1530,1,0,1,4,1530,0,0,1530,1,0,2,0,3,1,2,7,6,1,2,1,2004.0,0,3,630,4,4,2,144,36,0,0,0,0,0,11,2007,8,3,259000,3060,3,3,0.10499588251441119
1129,60,3,59.0,11796,1,0,3,0,4,0,8,2,2,0,5,7,5,2004,2005,1,1,12,13,1,0.0,2,4,2,2,3,0,5,0,5,0,847,847,1,0,1,4,847,1112,0,1959,0,0,2,1,4,1,2,8,6,1,2,3,2004.0,0,2,434,4,4,2,100,48,0,0,0,0,0,7,2007,8,4,215000,2806,3,3,0.16607324516785352
1130,90,4,60.0,7200,1,3,3,0,4,0,17,2,2,2,6,5,5,1980,1980,1,1,8,8,1,180.0,3,4,1,2,3,1,2,936,5,0,0,936,1,4,1,4,936,0,0,936,1,0,1,0,2,1,3,4,6,0,2,5,1980.0,2,2,672,4,4,2,49,0,0,0,0,0,0,8,2007,8,4,140000,1872,27,2,0.13
1131,50,3,65.0,7804,1,3,3,0,4,0,18,2,2,0,0,4,3,1928,1950,1,1,14,10,1,0.0,3,4,0,3,3,3,1,622,5,0,500,1122,1,4,1,4,1328,653,0,1981,1,0,2,0,4,1,2,7,3,2,4,5,1981.0,2,2,576,4,4,2,431,44,0,0,0,0,0,12,2009,8,4,135000,3103,81,3,0.2538441824705279
1132,20,3,63.0,10712,1,3,3,0,4,0,11,2,2,0,2,5,5,1991,1992,1,1,6,6,1,0.0,3,4,2,2,3,2,1,212,5,0,762,974,1,4,1,4,974,0,0,974,0,0,1,0,3,1,3,5,6,0,2,1,1980.0,2,0,0,4,4,2,0,28,0,0,0,0,0,9,2007,7,0,93500,1948,16,1,0.0909260642270351
1133,70,4,90.0,9900,1,3,3,0,4,0,17,2,2,0,5,6,4,1880,1950,1,1,13,14,1,0.0,3,4,0,3,3,2,5,0,5,0,1008,1008,2,4,1,4,1178,1032,0,2210,0,0,2,0,5,1,1,8,6,0,2,5,1930.0,2,1,205,1,4,0,0,48,0,0,0,0,0,5,2007,8,4,117500,3218,127,2,0.22323232323232323
1134,60,3,80.0,9828,1,0,3,0,4,0,20,2,2,0,5,8,5,1995,1995,1,1,12,13,1,0.0,2,4,2,2,3,3,2,584,5,0,544,1128,1,0,1,4,1142,878,0,2020,0,0,2,1,3,1,2,8,6,1,4,1,1995.0,1,2,466,4,4,2,0,155,0,0,0,0,0,6,2009,8,4,239500,3148,14,3,0.20553520553520555
1135,60,3,57.0,8773,1,0,1,0,4,0,8,2,2,0,5,6,5,1997,1997,1,1,12,13,1,0.0,3,4,2,2,3,0,5,0,5,0,916,916,1,2,1,4,916,684,0,1600,0,0,2,1,3,1,3,7,6,1,4,1,1997.0,0,2,460,4,4,2,100,38,0,0,0,0,0,8,2007,8,4,169000,2516,10,3,0.18237774991451042
1136,30,4,60.0,6180,1,3,3,0,0,0,3,2,2,0,2,6,5,1926,1950,1,1,13,14,1,0.0,3,4,0,3,3,3,5,0,5,0,960,960,1,4,0,4,986,0,0,986,0,0,1,0,2,1,3,5,6,1,2,5,1926.0,2,1,180,4,4,2,0,128,0,0,0,0,0,5,2007,8,4,102000,1946,81,1,0.15954692556634303
1137,50,3,80.0,9600,1,3,3,0,4,0,12,2,2,0,0,6,5,1950,1950,1,1,12,13,1,0.0,3,4,1,3,3,3,1,280,5,0,752,1032,1,4,1,0,1032,220,0,1252,0,0,1,0,3,1,3,6,6,0,2,1,1950.0,2,1,288,4,4,2,0,0,96,0,0,0,0,4,2008,8,0,119000,2284,58,1,0.13041666666666665
1138,50,3,54.0,6342,1,3,3,0,4,0,19,1,2,0,0,5,8,1875,1996,1,1,12,13,1,0.0,3,2,1,3,3,3,5,0,5,0,780,780,1,2,0,4,780,240,0,1020,0,0,1,0,2,1,3,6,6,0,2,1,1980.0,2,0,0,4,4,0,0,0,176,0,0,0,0,5,2010,8,4,94000,1800,135,1,0.1608325449385052
1139,20,3,69.0,9819,1,0,3,0,4,1,11,2,2,0,2,6,5,1977,1977,1,1,9,7,1,0.0,3,4,2,3,3,1,0,1567,5,0,0,1567,1,4,1,4,1567,0,0,1567,1,0,2,0,2,1,2,5,6,2,4,1,1977.0,1,2,714,4,4,2,264,32,0,0,0,0,0,5,2009,8,4,196000,3134,32,3,0.1595885528057847
1140,30,3,98.0,8731,1,0,3,0,4,0,3,2,2,0,2,5,5,1920,1950,1,1,11,12,1,0.0,3,1,0,3,3,3,1,645,5,0,270,915,1,4,1,4,1167,0,0,1167,0,0,1,0,3,1,3,6,0,1,2,5,1972.0,2,2,495,4,4,2,0,0,216,0,126,0,0,5,2007,8,4,144000,2082,87,1,0.1336616653304318
1141,20,3,60.0,7350,1,3,3,0,0,0,12,2,2,0,2,5,7,1951,1951,1,1,6,6,1,0.0,3,4,1,3,3,2,0,852,5,0,100,952,1,4,1,4,952,0,0,952,1,0,1,0,2,1,3,4,6,0,2,5,1988.0,2,2,840,4,4,2,0,0,0,0,0,0,0,6,2008,0,0,139000,1904,57,2,0.1295238095238095
1142,60,3,69.0,10304,1,0,3,0,1,0,14,4,2,0,5,5,7,1976,1976,1,1,9,10,1,44.0,3,2,1,3,3,3,0,381,5,0,399,780,1,0,1,4,1088,780,0,1868,1,0,2,1,4,1,2,9,6,1,4,1,1976.0,2,2,484,4,4,2,448,96,0,0,0,0,0,10,2009,8,4,197500,2648,33,4,0.18128881987577639
1143,60,3,77.0,9965,1,3,3,0,4,0,5,2,2,0,5,8,5,2006,2007,3,1,12,13,2,340.0,2,4,2,0,3,1,2,1150,5,0,316,1466,1,0,1,4,1466,1362,0,2828,1,0,3,0,4,1,2,11,6,1,4,3,2006.0,1,3,1052,4,4,2,125,144,0,0,0,0,0,4,2007,6,5,424870,4294,1,4,0.28379327646763675
1144,20,3,69.0,9000,1,3,3,0,4,0,19,2,2,0,2,5,3,1959,1959,1,1,13,10,1,0.0,3,4,1,3,3,3,2,288,5,0,718,1006,1,4,1,4,1006,0,0,1006,0,0,1,0,3,1,3,5,6,0,2,1,1980.0,2,0,0,4,4,2,0,24,0,0,0,0,0,7,2008,8,4,80000,2012,49,1,0.11177777777777778
1145,190,3,60.0,12180,1,3,3,0,4,0,7,2,2,1,0,4,4,1941,1950,1,1,8,8,1,0.0,3,1,0,2,3,3,1,348,5,0,324,672,3,1,0,0,672,252,0,924,1,0,1,0,2,1,1,5,6,0,2,5,1941.0,2,1,280,4,4,2,0,0,0,0,0,0,0,7,2010,8,4,80000,1596,69,2,0.07586206896551724
1146,50,4,52.0,6240,1,3,3,0,4,0,3,2,2,0,0,5,6,1928,1950,1,1,8,8,1,0.0,3,4,0,3,3,3,5,0,5,0,1042,1042,1,0,1,4,1042,534,0,1576,0,0,1,0,3,1,3,8,6,1,2,5,1928.0,2,1,225,4,4,2,0,0,0,0,0,0,0,8,2006,8,3,149000,2618,78,1,0.25256410256410255
1147,20,3,69.0,11200,1,3,3,0,4,0,20,2,2,0,2,6,5,1985,1985,1,1,13,15,1,85.0,2,4,1,2,3,3,2,1258,5,0,40,1298,1,4,1,4,1298,0,0,1298,1,0,2,0,3,1,2,5,6,1,4,1,1985.0,2,2,403,4,4,2,165,26,0,0,0,0,0,5,2006,8,4,180000,2596,21,3,0.11589285714285714
1148,70,3,75.0,12000,1,3,0,0,4,0,6,2,2,0,5,7,7,1941,1950,1,1,8,8,1,0.0,3,4,1,3,3,3,4,275,5,0,429,704,1,0,1,4,860,704,0,1564,0,0,1,1,3,1,1,7,6,1,2,1,1941.0,2,1,234,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,174500,2268,68,2,0.13033333333333333
1149,50,4,69.0,5700,1,3,3,0,4,0,17,2,2,0,0,7,7,1926,1950,1,1,13,14,1,0.0,3,4,2,3,3,3,5,0,5,0,572,572,1,4,1,4,572,539,0,1111,0,0,1,0,2,1,3,5,6,1,2,5,1982.0,2,1,288,4,4,2,0,0,176,0,0,0,0,8,2008,8,4,116900,1683,82,1,0.1949122807017544
1150,70,4,50.0,9000,1,3,3,0,4,0,17,0,2,0,5,7,9,1920,1988,3,1,12,13,1,0.0,3,2,2,3,3,3,0,624,5,0,26,650,1,0,1,4,832,650,0,1482,0,1,1,0,3,1,3,7,6,0,2,5,1930.0,2,2,324,4,4,2,0,0,0,0,0,0,0,7,2009,8,4,143000,2132,89,2,0.16466666666666666
1151,20,3,57.0,8280,1,0,3,0,4,0,12,2,2,0,2,6,5,1950,1950,1,1,3,3,1,0.0,3,4,1,3,3,3,5,0,5,0,932,932,1,0,1,0,932,0,0,932,0,0,1,0,2,1,2,4,6,1,2,1,1950.0,2,1,306,4,4,2,0,0,214,0,0,0,0,11,2007,8,4,124000,1864,57,1,0.11256038647342995
1152,20,3,134.0,17755,1,3,3,0,4,0,7,2,2,0,2,5,4,1959,1959,1,1,6,10,1,132.0,3,4,1,3,3,3,1,176,5,0,1290,1466,1,4,1,4,1466,0,0,1466,0,0,1,1,3,1,1,6,6,2,2,1,1959.0,0,2,528,4,4,2,0,140,0,0,100,0,0,11,2006,8,4,149900,2932,47,2,0.0825682906223599
1153,20,3,90.0,14115,1,0,3,0,4,0,6,2,2,0,2,6,7,1956,2004,1,1,10,11,1,0.0,3,4,2,3,3,3,0,296,2,547,230,1073,1,0,1,4,1811,0,0,1811,0,0,1,0,2,1,0,6,6,1,2,1,1956.0,0,2,470,4,4,2,0,0,280,0,0,0,0,7,2006,8,0,230000,2884,50,1,0.12830322352107687
