LotShape,LotConfig,Neighborhood,HouseStyle,YearRemodAdd,BsmtFinType1,HeatingQC,FullBath,HalfBath,GarageType,GarageFinish,MoSold,YrSold,SalePrice
3,4,20,2,2004,2,0,1,0,5,2,7,2008,155000
3,4,5,5,2002,5,0,2,1,1,1,8,2007,228500
3,4,6,0,1950,5,2,1,1,5,2,3,2009,177000
0,0,5,5,2006,5,0,2,1,1,0,7,2007,155835
3,4,17,2,1950,0,2,1,0,5,2,7,2007,108500
1,1,14,2,2003,1,4,2,0,1,1,6,2006,262500
0,0,23,2,2007,2,0,2,0,1,0,5,2007,283463
2,4,20,2,1998,2,0,2,0,1,1,8,2007,215000
3,4,17,5,1987,3,1,2,0,1,2,12,2008,122000
3,4,12,5,1969,3,4,2,2,5,2,8,2009,200000
0,4,12,5,1962,4,0,1,1,1,0,3,2008,171000
3,4,3,0,2000,5,4,1,0,5,2,7,2009,134900
0,1,15,0,1996,2,0,2,1,1,0,3,2010,410000
0,4,5,5,2000,2,0,2,1,1,1,6,2008,235000
0,4,14,7,1992,5,2,3,0,1,1,9,2006,170000
3,0,12,2,1966,4,4,1,0,1,1,10,2008,110000
0,1,12,2,2008,2,0,1,1,1,0,4,2010,149900
3,4,21,5,2000,2,0,2,1,5,2,6,2010,177500
3,3,16,2,2005,2,0,2,0,1,0,9,2006,315000
3,4,18,5,1998,5,0,3,1,3,1,5,2008,189000
0,4,22,2,2005,0,0,2,0,1,0,6,2009,260000
0,2,12,0,2007,5,2,2,0,1,2,6,2009,104900
0,4,8,5,2007,5,0,2,1,3,0,3,2007,156932
3,4,21,5,2005,5,0,2,1,5,1,4,2006,144152
3,4,21,5,2000,2,0,2,1,1,1,1,2010,216000
0,4,5,5,1999,2,0,2,1,1,1,6,2008,193000
3,4,10,5,1977,0,0,2,0,1,1,7,2006,127000
3,4,5,2,2004,2,0,1,0,1,0,6,2009,144000
1,2,5,2,2003,1,0,2,0,1,0,5,2010,232000
3,0,17,0,1950,0,0,1,0,5,0,10,2009,105000
3,4,12,7,1996,1,2,1,0,3,1,10,2008,165500
3,0,5,5,1998,2,0,2,1,5,1,6,2006,274300
3,4,15,2,2002,2,0,2,1,1,1,3,2007,466500
3,4,21,5,2005,5,0,2,1,1,0,7,2008,250000
0,4,23,2,2007,5,0,2,0,1,0,12,2007,239000
3,4,18,2,1950,4,4,1,0,5,2,4,2008,91000
3,4,7,0,1960,3,0,2,0,5,2,7,2009,117000
3,4,2,5,1973,1,4,1,1,5,2,6,2006,83000
3,4,23,7,2007,5,2,2,1,3,0,5,2008,167500
3,4,7,2,1950,4,4,1,0,5,2,6,2010,58500
0,0,12,2,1970,1,0,2,1,1,0,5,2008,237500
3,0,17,5,1950,5,0,1,1,5,2,10,2006,157000
3,4,19,2,2007,5,0,2,0,1,2,8,2007,112000
3,4,7,0,1950,4,4,1,0,5,2,10,2009,105000
3,4,9,0,2007,1,2,1,0,5,2,5,2010,125500
0,4,14,5,1978,1,4,3,1,1,1,7,2006,250000
3,4,17,0,1950,4,4,2,0,5,2,8,2007,136000
0,1,8,2,2007,2,0,2,0,1,0,10,2009,377500
3,4,3,0,1950,0,0,1,0,5,2,3,2007,131000
3,4,5,2,2000,2,0,2,0,1,1,9,2006,235000
3,4,12,2,1967,5,4,2,0,5,2,4,2009,124000
3,4,12,6,1967,0,4,1,0,1,1,12,2006,123000
3,4,17,0,2000,5,0,2,0,5,2,4,2008,163000
3,4,0,2,2006,2,0,2,0,1,0,10,2006,246578
0,4,23,5,2006,5,0,2,1,3,0,2,2007,281213
0,4,23,2,1950,1,4,1,0,5,2,6,2010,160000
3,4,3,5,2004,5,0,1,1,5,2,5,2007,137500
3,4,12,0,1982,4,2,1,1,1,2,5,2009,138000
3,4,18,0,1990,1,0,2,1,5,2,10,2009,137450
3,0,3,0,1950,5,4,1,0,3,1,7,2008,120000
0,4,8,5,2004,2,0,2,1,1,0,4,2008,193000
3,4,5,2,2006,5,0,2,0,1,1,7,2006,193879
0,1,21,2,2007,2,0,2,0,1,2,8,2007,282922
3,0,17,0,1950,5,4,1,0,5,2,1,2006,105000
0,4,6,2,2005,2,0,2,0,1,0,1,2008,275000
3,0,5,6,2007,2,4,1,0,5,2,3,2009,133000
0,0,11,2,1985,0,0,1,0,1,2,3,2009,112000
3,4,17,5,1950,5,2,1,0,5,2,6,2010,125500
0,1,14,5,1991,5,2,2,1,1,0,11,2008,215000
3,4,5,5,2001,2,0,2,1,1,1,6,2009,230000
3,4,12,0,2005,1,0,1,1,1,2,9,2009,140000
3,4,12,2,1950,5,1,2,0,5,2,6,2009,90000
0,0,20,2,2006,2,0,2,0,1,0,9,2009,257000
3,4,3,0,2000,5,2,1,1,5,2,6,2008,207000
3,4,0,2,2007,0,0,2,0,1,1,5,2009,175900
3,4,17,5,1950,5,2,2,0,5,2,4,2010,122500
0,4,15,5,1998,2,0,2,1,1,0,5,2009,340000
3,4,12,2,1963,1,4,1,1,5,2,8,2008,124000
0,4,6,2,1969,4,2,2,0,1,1,12,2006,223000
3,0,14,5,1968,0,2,2,1,1,1,5,2006,179900
3,4,13,2,1977,0,4,2,0,1,1,7,2010,127500
3,4,5,2,2003,2,0,1,0,1,0,3,2008,136500
0,1,7,7,1966,5,4,2,0,1,2,8,2006,274970
3,4,12,2,1983,0,4,1,0,5,2,6,2007,144000
0,4,12,2,1959,5,0,1,0,5,2,10,2008,142000
0,4,15,5,1994,2,0,2,1,1,1,8,2008,271000
3,4,12,0,1950,1,4,1,1,1,2,4,2008,140000
3,0,17,2,1992,1,4,1,0,1,2,2,2010,119000
0,0,14,2,1981,1,0,2,0,1,0,4,2007,182900
2,4,8,5,2005,5,0,2,1,3,0,7,2006,192140
0,4,13,2,1976,3,4,2,0,1,1,10,2009,143750
3,4,17,2,2007,5,4,2,0,5,2,8,2007,64500
0,4,8,5,2000,5,0,2,1,1,0,5,2008,186500
3,4,11,2,1977,0,1,2,0,1,1,5,2006,160000
3,4,12,2,2005,5,4,1,1,1,1,7,2008,174000
3,2,12,2,1971,0,4,1,0,5,2,5,2007,120500
3,2,16,2,2008,2,0,2,0,1,0,11,2008,394617
3,4,17,2,1996,2,4,1,0,1,2,4,2010,149700
3,4,14,7,1979,2,4,2,1,1,1,11,2007,197000
0,4,6,3,1994,5,1,2,0,5,0,9,2008,191000
3,4,5,2,2004,2,0,1,0,1,1,5,2008,149300
3,4,21,5,2008,2,0,2,1,1,0,4,2009,310000
3,4,3,1,1950,5,1,1,0,5,2,5,2009,121000
3,2,5,2,2004,5,0,2,0,1,1,11,2007,179600
3,4,19,6,1966,3,2,1,0,5,2,5,2007,129000
0,1,11,2,1962,4,4,1,0,1,2,4,2010,157900
3,4,5,5,1996,2,0,2,1,1,1,12,2007,240000
3,4,7,5,2000,5,2,1,1,5,2,5,2007,112000
3,4,10,6,1970,2,0,1,0,1,2,8,2006,92000
3,2,12,5,1974,5,4,2,2,1,2,9,2009,136000
3,4,21,2,2009,5,0,2,0,1,0,5,2009,287090
3,4,7,7,2005,2,2,1,0,2,0,5,2006,145000
3,4,11,2,2006,5,0,1,0,1,2,7,2006,84500
3,4,21,2,2005,2,0,2,0,1,1,10,2009,185000
3,4,8,5,2000,5,0,2,1,1,1,8,2007,175000
3,4,14,2,1988,0,4,2,0,1,2,2,2010,210000
3,4,6,5,2006,2,0,2,0,1,1,5,2010,266500
3,4,12,2,1996,2,2,1,0,1,2,4,2010,142125
3,4,7,2,1965,1,2,1,1,1,0,6,2008,147500
